product_id,category,primary_materials,length_cm,width_cm,height_cm,weight_kg,region,season,complexity_score,labour_hours,artisan_hourly_wage_inr,raw_material_cost_inr,calculated_cost_floor_inr,historical_sale_price_inr
CRAFT-1636,Bamboo & cane,"Bamboo, Cane, Natural fibers",20.3,37.6,38.1,2.11,"Mandla, Madhya Pradesh",Festive,5,2,75,132.9,283,556
CRAFT-1637,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",29.6,22.5,50.1,8.75,"Kondagaon, Chhattisgarh",Off-season,9,24,75,337.3,2137,4879
CRAFT-1638,Dokra bell metal,"Brass, Bell metal, Beeswax",13.2,14.9,32.6,3.34,"Dumka, Jharkhand",Festive,6,45,75,1434.9,4810,9873
CRAFT-1639,Terracotta clay,"Natural clay, Natural colors",30.3,17.6,53.7,1.26,"Bastar, Chhattisgarh",Off-season,5,14,90,97.16,1357,2401
CRAFT-1640,Tribal handloom,"Cotton, Silk, Organic dyes",171.3,109.4,0.3,0.5,"Dumka, Jharkhand",Wedding,8,36,75,2156.53,4857,11033
CRAFT-1641,Tribal handloom,"Cotton, Silk, Organic dyes",176.7,92.3,0.3,1.29,"Mandla, Madhya Pradesh",Monsoon,9,26,60,2142.08,3702,6962
CRAFT-1642,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",28.4,43.6,43.6,7.27,"Mandla, Madhya Pradesh",Wedding,6,16,100,562.98,2163,4584
CRAFT-1643,Bamboo & cane,"Bamboo, Cane, Natural fibers",38.5,45.5,6.7,2.89,"Mandla, Madhya Pradesh",Wedding,7,7,90,219.79,850,1868
CRAFT-1644,Dokra bell metal,"Brass, Bell metal, Beeswax",11.8,8.7,38.3,1.54,"Mandla, Madhya Pradesh",Off-season,7,48,75,1230.61,4831,8473
CRAFT-1645,Bamboo & cane,"Bamboo, Cane, Natural fibers",35.8,24.3,17.0,1.66,"Dumka, Jharkhand",Wedding,7,4,60,160.17,400,909
CRAFT-1646,Tribal handloom,"Cotton, Silk, Organic dyes",175.8,85.5,0.2,1.48,"Mandla, Madhya Pradesh",Wedding,8,45,100,924.94,5425,11376
CRAFT-1647,Bamboo & cane,"Bamboo, Cane, Natural fibers",39.1,26.9,32.5,0.75,"Kondagaon, Chhattisgarh",Wedding,7,13,75,255.06,1230,2895
CRAFT-1648,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",53.5,28.3,22.8,7.77,"Dumka, Jharkhand",Wedding,8,29,75,712.87,2888,6322
CRAFT-1649,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",47.6,12.2,20.2,4.77,"Kondagaon, Chhattisgarh",Wedding,4,40,75,419.63,3420,5727
CRAFT-1650,Dokra bell metal,"Brass, Bell metal, Beeswax",27.9,17.7,32.3,1.09,"Kondagaon, Chhattisgarh",Wedding,6,29,90,444.44,3054,5750
CRAFT-1651,Terracotta clay,"Natural clay, Natural colors",22.9,13.6,35.6,2.07,"Mandla, Madhya Pradesh",Monsoon,5,16,90,199.94,1640,2753
CRAFT-1652,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",77.5,14.4,11.8,9.95,"Mandla, Madhya Pradesh",Monsoon,4,40,60,432.73,2833,4277
CRAFT-1653,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",47.3,27.8,43.8,5.58,"Bastar, Chhattisgarh",Monsoon,5,42,60,1061.45,3581,6106
CRAFT-1654,Tribal handloom,"Cotton, Silk, Organic dyes",101.5,104.5,0.3,1.49,"Mandla, Madhya Pradesh",Monsoon,5,75,75,1414.79,7040,12044
CRAFT-1655,Terracotta clay,"Natural clay, Natural colors",26.2,39.8,52.9,0.94,"Kondagaon, Chhattisgarh",Wedding,6,19,75,306.04,1731,3542
CRAFT-1656,Dokra bell metal,"Brass, Bell metal, Beeswax",5.2,11.1,17.0,3.37,"Kondagaon, Chhattisgarh",Festive,9,36,75,704.8,3405,7885
CRAFT-1657,Dokra bell metal,"Brass, Bell metal, Beeswax",6.7,7.8,26.7,1.52,"Bastar, Chhattisgarh",Festive,9,32,75,800.87,3201,6794
CRAFT-1658,Terracotta clay,"Natural clay, Natural colors",36.3,37.2,34.6,1.99,"Kondagaon, Chhattisgarh",Monsoon,3,9,120,114.18,1194,1932
CRAFT-1659,Tribal handloom,"Cotton, Silk, Organic dyes",144.7,72.4,0.2,1.24,"Dumka, Jharkhand",Monsoon,8,50,100,657.25,5657,10401
CRAFT-1660,Bamboo & cane,"Bamboo, Cane, Natural fibers",18.7,12.8,36.8,0.73,"Bastar, Chhattisgarh",Off-season,7,7,60,255.31,675,1231
CRAFT-1661,Dokra bell metal,"Brass, Bell metal, Beeswax",9.2,17.8,10.4,2.29,"Kondagaon, Chhattisgarh",Festive,6,55,75,1223.33,5348,11547
CRAFT-1662,Terracotta clay,"Natural clay, Natural colors",37.3,34.6,54.4,1.4,"Mandla, Madhya Pradesh",Wedding,4,8,100,170.94,971,1620
CRAFT-1663,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",63.6,16.4,44.6,2.51,"Mandla, Madhya Pradesh",Off-season,4,12,90,510.31,1590,2284
CRAFT-1664,Dokra bell metal,"Brass, Bell metal, Beeswax",24.9,16.1,29.4,1.05,"Dumka, Jharkhand",Wedding,9,58,75,956.45,5306,10317
CRAFT-1665,Dokra bell metal,"Brass, Bell metal, Beeswax",6.0,9.1,38.7,3.84,"Dumka, Jharkhand",Wedding,7,25,100,722.79,3223,5614
CRAFT-1666,Bamboo & cane,"Bamboo, Cane, Natural fibers",22.5,25.7,38.2,0.6,"Kondagaon, Chhattisgarh",Off-season,7,4,75,240.88,541,873
CRAFT-1667,Bamboo & cane,"Bamboo, Cane, Natural fibers",64.3,23.7,27.0,0.74,"Kondagaon, Chhattisgarh",Festive,4,13,60,86.51,867,1780
CRAFT-1668,Tribal handloom,"Cotton, Silk, Organic dyes",237.6,112.1,0.4,1.27,"Mandla, Madhya Pradesh",Festive,9,23,60,544.98,1925,4428
CRAFT-1669,Bamboo & cane,"Bamboo, Cane, Natural fibers",34.9,15.9,25.9,2.48,"Bastar, Chhattisgarh",Festive,5,9,100,145.53,1046,1755
CRAFT-1670,Bamboo & cane,"Bamboo, Cane, Natural fibers",23.8,19.5,15.5,2.0,"Mandla, Madhya Pradesh",Monsoon,7,4,75,200.24,500,962
CRAFT-1671,Bamboo & cane,"Bamboo, Cane, Natural fibers",24.3,28.8,33.0,0.7,"Mandla, Madhya Pradesh",Monsoon,7,3,120,77.47,437,808
CRAFT-1672,Dokra bell metal,"Brass, Bell metal, Beeswax",13.6,15.3,10.8,2.92,"Kondagaon, Chhattisgarh",Monsoon,6,47,120,679.32,6319,9052
CRAFT-1673,Bamboo & cane,"Bamboo, Cane, Natural fibers",37.1,13.2,10.2,1.03,"Mandla, Madhya Pradesh",Festive,2,9,75,72.44,747,1429
CRAFT-1674,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",20.5,29.4,16.2,3.77,"Kondagaon, Chhattisgarh",Wedding,8,22,90,1126.06,3106,6426
CRAFT-1675,Tribal handloom,"Cotton, Silk, Organic dyes",232.7,88.8,0.3,0.53,"Mandla, Madhya Pradesh",Off-season,5,55,100,749.08,6249,11911
CRAFT-1676,Terracotta clay,"Natural clay, Natural colors",19.8,21.2,48.0,2.02,"Dumka, Jharkhand",Wedding,4,5,60,384.66,685,1407
CRAFT-1677,Bamboo & cane,"Bamboo, Cane, Natural fibers",13.5,20.3,21.3,0.84,"Bastar, Chhattisgarh",Monsoon,3,3,120,235.98,596,978
CRAFT-1678,Bamboo & cane,"Bamboo, Cane, Natural fibers",39.7,23.7,38.7,1.45,"Bastar, Chhattisgarh",Wedding,7,5,100,172.26,672,1384
CRAFT-1679,Dokra bell metal,"Brass, Bell metal, Beeswax",24.1,17.2,20.3,2.02,"Mandla, Madhya Pradesh",Monsoon,6,21,75,1318.17,2893,4958
CRAFT-1680,Bamboo & cane,"Bamboo, Cane, Natural fibers",65.6,47.6,26.8,2.28,"Mandla, Madhya Pradesh",Wedding,7,7,100,251.27,951,2082
CRAFT-1681,Bamboo & cane,"Bamboo, Cane, Natural fibers",38.1,37.0,20.8,2.3,"Bastar, Chhattisgarh",Festive,2,15,75,139.25,1264,2214
CRAFT-1682,Terracotta clay,"Natural clay, Natural colors",15.6,32.5,37.3,1.42,"Mandla, Madhya Pradesh",Wedding,6,13,60,173.41,953,1878
CRAFT-1683,Dokra bell metal,"Brass, Bell metal, Beeswax",29.2,15.7,38.7,1.99,"Mandla, Madhya Pradesh",Off-season,6,40,100,870.12,4870,8845
CRAFT-1684,Tribal handloom,"Cotton, Silk, Organic dyes",178.8,99.5,0.2,0.84,"Mandla, Madhya Pradesh",Monsoon,8,71,100,659.24,7759,13929
CRAFT-1685,Terracotta clay,"Natural clay, Natural colors",26.5,14.6,46.4,3.2,"Bastar, Chhattisgarh",Off-season,8,6,75,314.0,764,1499
CRAFT-1686,Bamboo & cane,"Bamboo, Cane, Natural fibers",78.3,32.9,17.0,2.02,"Dumka, Jharkhand",Monsoon,6,12,100,67.11,1267,2272
CRAFT-1687,Terracotta clay,"Natural clay, Natural colors",34.5,27.9,29.7,2.63,"Dumka, Jharkhand",Wedding,7,5,75,353.46,728,1428
CRAFT-1688,Tribal handloom,"Cotton, Silk, Organic dyes",230.4,56.2,0.4,1.32,"Dumka, Jharkhand",Festive,8,48,60,781.82,3662,8089
CRAFT-1689,Bamboo & cane,"Bamboo, Cane, Natural fibers",47.5,35.4,11.9,0.79,"Mandla, Madhya Pradesh",Wedding,2,13,120,60.37,1620,2570
CRAFT-1690,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",64.8,44.3,43.3,4.92,"Kondagaon, Chhattisgarh",Wedding,8,43,120,1153.12,6313,14427
CRAFT-1691,Bamboo & cane,"Bamboo, Cane, Natural fibers",28.1,12.1,30.4,0.54,"Dumka, Jharkhand",Off-season,5,7,100,125.69,826,1402
CRAFT-1692,Terracotta clay,"Natural clay, Natural colors",26.9,28.0,18.3,2.21,"Bastar, Chhattisgarh",Festive,8,10,120,277.5,1478,3593
CRAFT-1693,Tribal handloom,"Cotton, Silk, Organic dyes",214.3,91.4,0.2,1.1,"Dumka, Jharkhand",Off-season,5,68,100,1709.1,8509,14246
CRAFT-1694,Dokra bell metal,"Brass, Bell metal, Beeswax",17.2,12.9,20.0,2.32,"Kondagaon, Chhattisgarh",Wedding,8,18,120,537.07,2697,6851
CRAFT-1695,Terracotta clay,"Natural clay, Natural colors",23.1,18.3,37.9,2.06,"Dumka, Jharkhand",Monsoon,4,7,100,378.52,1079,1754
CRAFT-1696,Tribal handloom,"Cotton, Silk, Organic dyes",175.4,73.0,0.4,0.34,"Dumka, Jharkhand",Festive,8,48,90,1397.01,5717,13069
CRAFT-1697,Bamboo & cane,"Bamboo, Cane, Natural fibers",44.0,13.4,39.0,1.65,"Dumka, Jharkhand",Festive,2,8,100,203.55,1004,1660
CRAFT-1698,Bamboo & cane,"Bamboo, Cane, Natural fibers",43.8,27.2,7.6,0.5,"Bastar, Chhattisgarh",Festive,6,11,90,259.37,1249,2405
CRAFT-1699,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",81.5,12.5,38.8,2.07,"Kondagaon, Chhattisgarh",Monsoon,6,33,60,236.46,2216,3171
CRAFT-1700,Terracotta clay,"Natural clay, Natural colors",35.0,13.5,12.3,2.47,"Dumka, Jharkhand",Wedding,7,20,90,350.08,2150,4201
CRAFT-1701,Tribal handloom,"Cotton, Silk, Organic dyes",167.4,90.4,0.3,0.7,"Bastar, Chhattisgarh",Festive,6,20,90,1062.62,2863,5325
CRAFT-1702,Dokra bell metal,"Brass, Bell metal, Beeswax",14.2,6.5,33.0,3.88,"Mandla, Madhya Pradesh",Wedding,6,17,75,1464.09,2739,6436
CRAFT-1703,Tribal handloom,"Cotton, Silk, Organic dyes",142.8,94.2,0.3,0.88,"Kondagaon, Chhattisgarh",Monsoon,5,36,120,1991.33,6311,10202
CRAFT-1704,Terracotta clay,"Natural clay, Natural colors",19.5,37.7,12.8,2.69,"Kondagaon, Chhattisgarh",Festive,6,11,100,372.1,1472,2804
CRAFT-1705,Terracotta clay,"Natural clay, Natural colors",20.3,35.6,38.0,2.82,"Mandla, Madhya Pradesh",Festive,6,6,120,111.87,832,1547
CRAFT-1706,Bamboo & cane,"Bamboo, Cane, Natural fibers",77.5,25.1,26.1,0.42,"Dumka, Jharkhand",Monsoon,7,11,120,220.78,1541,2788
CRAFT-1707,Terracotta clay,"Natural clay, Natural colors",27.5,33.0,30.3,4.46,"Dumka, Jharkhand",Festive,7,6,120,287.58,1008,2315
CRAFT-1708,Tribal handloom,"Cotton, Silk, Organic dyes",193.5,59.2,0.2,0.54,"Dumka, Jharkhand",Off-season,9,31,75,2308.54,4634,8643
CRAFT-1709,Bamboo & cane,"Bamboo, Cane, Natural fibers",22.9,40.3,21.6,0.83,"Dumka, Jharkhand",Wedding,6,8,100,204.16,1004,1946
CRAFT-1710,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",46.1,28.7,17.4,9.86,"Kondagaon, Chhattisgarh",Wedding,7,31,90,409.1,3199,6437
CRAFT-1711,Tribal handloom,"Cotton, Silk, Organic dyes",163.8,89.6,0.1,0.34,"Kondagaon, Chhattisgarh",Off-season,8,58,120,1336.23,8296,15495
CRAFT-1712,Dokra bell metal,"Brass, Bell metal, Beeswax",27.1,6.3,26.2,3.7,"Mandla, Madhya Pradesh",Off-season,7,28,120,765.57,4126,7294
CRAFT-1713,Dokra bell metal,"Brass, Bell metal, Beeswax",28.5,9.1,20.0,2.95,"Mandla, Madhya Pradesh",Off-season,7,47,120,1218.38,6858,13998
CRAFT-1714,Dokra bell metal,"Brass, Bell metal, Beeswax",10.1,17.0,32.2,0.72,"Bastar, Chhattisgarh",Wedding,10,45,120,764.67,6165,14731
CRAFT-1715,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",98.1,25.1,50.1,4.91,"Dumka, Jharkhand",Wedding,7,10,120,1069.53,2270,4672
CRAFT-1716,Bamboo & cane,"Bamboo, Cane, Natural fibers",76.3,18.8,16.4,2.32,"Bastar, Chhattisgarh",Monsoon,3,2,60,148.44,268,443
CRAFT-1717,Terracotta clay,"Natural clay, Natural colors",16.8,11.8,25.0,2.63,"Mandla, Madhya Pradesh",Off-season,5,13,75,133.77,1109,1716
CRAFT-1718,Bamboo & cane,"Bamboo, Cane, Natural fibers",38.0,12.3,25.4,2.68,"Mandla, Madhya Pradesh",Off-season,6,2,90,87.94,268,442
CRAFT-1719,Tribal handloom,"Cotton, Silk, Organic dyes",205.2,78.8,0.3,0.31,"Bastar, Chhattisgarh",Off-season,9,44,75,1852.61,5153,10928
CRAFT-1720,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",23.1,24.7,59.0,4.79,"Mandla, Madhya Pradesh",Festive,7,34,100,701.95,4102,9636
CRAFT-1721,Dokra bell metal,"Brass, Bell metal, Beeswax",24.9,18.0,23.7,2.16,"Bastar, Chhattisgarh",Festive,8,27,120,763.26,4003,10342
CRAFT-1722,Tribal handloom,"Cotton, Silk, Organic dyes",204.6,55.8,0.4,0.88,"Kondagaon, Chhattisgarh",Wedding,9,54,120,544.38,7024,16841
CRAFT-1723,Terracotta clay,"Natural clay, Natural colors",16.1,34.8,37.9,0.75,"Kondagaon, Chhattisgarh",Wedding,6,10,60,390.99,991,1993
CRAFT-1724,Terracotta clay,"Natural clay, Natural colors",18.7,24.1,52.9,1.87,"Kondagaon, Chhattisgarh",Festive,6,6,100,141.66,742,1462
CRAFT-1725,Dokra bell metal,"Brass, Bell metal, Beeswax",16.8,8.4,15.0,1.66,"Mandla, Madhya Pradesh",Off-season,7,52,90,1427.91,6108,10013
CRAFT-1726,Bamboo & cane,"Bamboo, Cane, Natural fibers",79.2,29.4,11.3,2.7,"Mandla, Madhya Pradesh",Monsoon,7,4,60,165.09,405,751
CRAFT-1727,Terracotta clay,"Natural clay, Natural colors",18.5,15.5,12.0,0.6,"Mandla, Madhya Pradesh",Festive,8,14,100,327.84,1728,3409
CRAFT-1728,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",57.4,34.2,31.4,1.24,"Mandla, Madhya Pradesh",Festive,9,30,120,983.5,4584,9538
CRAFT-1729,Terracotta clay,"Natural clay, Natural colors",23.0,26.1,33.8,2.25,"Kondagaon, Chhattisgarh",Festive,7,10,100,363.98,1364,3140
CRAFT-1730,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",46.9,34.6,56.3,9.66,"Dumka, Jharkhand",Festive,6,24,75,708.96,2509,5101
CRAFT-1731,Dokra bell metal,"Brass, Bell metal, Beeswax",12.1,9.2,22.1,4.0,"Mandla, Madhya Pradesh",Wedding,8,28,120,365.96,3726,7814
CRAFT-1732,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",26.6,16.2,32.0,5.59,"Dumka, Jharkhand",Festive,4,32,100,458.79,3659,6513
CRAFT-1733,Terracotta clay,"Natural clay, Natural colors",39.0,38.3,26.7,3.07,"Kondagaon, Chhattisgarh",Festive,8,15,100,371.07,1871,3584
CRAFT-1734,Bamboo & cane,"Bamboo, Cane, Natural fibers",66.7,47.9,8.2,0.65,"Dumka, Jharkhand",Wedding,6,13,90,290.19,1460,3260
CRAFT-1735,Bamboo & cane,"Bamboo, Cane, Natural fibers",61.3,49.8,15.1,1.71,"Mandla, Madhya Pradesh",Monsoon,5,2,90,183.33,363,565
CRAFT-1736,Terracotta clay,"Natural clay, Natural colors",15.1,39.3,52.7,2.74,"Mandla, Madhya Pradesh",Festive,3,10,120,273.04,1473,2731
CRAFT-1737,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",61.2,49.6,40.6,4.34,"Bastar, Chhattisgarh",Festive,5,50,75,972.15,4722,8781
CRAFT-1738,Tribal handloom,"Cotton, Silk, Organic dyes",157.7,74.3,0.3,1.24,"Bastar, Chhattisgarh",Off-season,9,73,100,1416.76,8717,15795
CRAFT-1739,Bamboo & cane,"Bamboo, Cane, Natural fibers",66.7,19.5,12.9,1.61,"Kondagaon, Chhattisgarh",Festive,5,13,90,115.21,1285,2361
CRAFT-1740,Bamboo & cane,"Bamboo, Cane, Natural fibers",55.4,30.4,20.6,2.91,"Bastar, Chhattisgarh",Festive,2,4,90,192.8,553,1029
CRAFT-1741,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",89.4,33.3,45.9,4.35,"Bastar, Chhattisgarh",Off-season,6,36,100,292.45,3892,6167
CRAFT-1742,Tribal handloom,"Cotton, Silk, Organic dyes",159.2,110.7,0.2,1.46,"Dumka, Jharkhand",Monsoon,7,21,100,2412.09,4512,7805
CRAFT-1743,Bamboo & cane,"Bamboo, Cane, Natural fibers",77.7,27.7,16.2,1.67,"Bastar, Chhattisgarh",Festive,7,11,60,221.94,882,1747
CRAFT-1744,Bamboo & cane,"Bamboo, Cane, Natural fibers",61.6,12.1,6.7,1.28,"Mandla, Madhya Pradesh",Festive,4,14,90,138.37,1398,2266
CRAFT-1745,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",35.4,22.4,58.7,4.7,"Bastar, Chhattisgarh",Wedding,7,34,100,644.71,4045,8605
CRAFT-1746,Bamboo & cane,"Bamboo, Cane, Natural fibers",78.8,19.7,28.8,2.2,"Dumka, Jharkhand",Off-season,6,5,75,201.83,577,875
CRAFT-1747,Tribal handloom,"Cotton, Silk, Organic dyes",189.4,101.8,0.2,1.31,"Mandla, Madhya Pradesh",Off-season,7,63,90,463.74,6134,11612
CRAFT-1748,Bamboo & cane,"Bamboo, Cane, Natural fibers",42.2,18.7,9.7,2.87,"Kondagaon, Chhattisgarh",Festive,2,2,120,68.17,308,527
CRAFT-1749,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",63.6,15.0,24.5,3.15,"Dumka, Jharkhand",Festive,6,23,90,413.54,2484,4569
CRAFT-1750,Terracotta clay,"Natural clay, Natural colors",31.1,16.5,28.3,2.26,"Dumka, Jharkhand",Off-season,4,10,75,392.47,1142,1883
CRAFT-1751,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",25.4,22.7,23.3,5.55,"Mandla, Madhya Pradesh",Off-season,4,21,120,977.73,3498,6061
CRAFT-1752,Bamboo & cane,"Bamboo, Cane, Natural fibers",69.1,24.4,29.1,1.08,"Dumka, Jharkhand",Festive,4,12,60,65.23,785,1527
CRAFT-1753,Dokra bell metal,"Brass, Bell metal, Beeswax",13.2,15.4,33.0,1.56,"Bastar, Chhattisgarh",Off-season,10,46,90,1273.95,5414,10068
CRAFT-1754,Dokra bell metal,"Brass, Bell metal, Beeswax",16.2,15.9,30.8,3.96,"Kondagaon, Chhattisgarh",Off-season,6,33,120,570.19,4530,8203
CRAFT-1755,Bamboo & cane,"Bamboo, Cane, Natural fibers",20.9,40.1,24.9,0.97,"Kondagaon, Chhattisgarh",Wedding,5,9,90,168.61,979,1863
CRAFT-1756,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",66.3,45.6,38.5,6.69,"Mandla, Madhya Pradesh",Off-season,8,46,90,718.75,4859,8030
CRAFT-1757,Dokra bell metal,"Brass, Bell metal, Beeswax",12.8,7.7,25.1,1.63,"Dumka, Jharkhand",Off-season,6,35,75,609.73,3235,4998
CRAFT-1758,Terracotta clay,"Natural clay, Natural colors",14.0,37.8,53.4,3.68,"Dumka, Jharkhand",Wedding,5,9,90,113.99,924,1957
CRAFT-1759,Tribal handloom,"Cotton, Silk, Organic dyes",117.1,95.1,0.4,0.99,"Dumka, Jharkhand",Monsoon,7,69,90,1757.46,7967,14338
CRAFT-1760,Tribal handloom,"Cotton, Silk, Organic dyes",179.3,52.4,0.4,0.4,"Bastar, Chhattisgarh",Off-season,9,25,90,1313.53,3564,6087
CRAFT-1761,Terracotta clay,"Natural clay, Natural colors",30.7,33.9,18.2,0.97,"Kondagaon, Chhattisgarh",Wedding,8,7,60,126.56,547,1293
CRAFT-1762,Bamboo & cane,"Bamboo, Cane, Natural fibers",47.0,28.7,8.7,2.02,"Bastar, Chhattisgarh",Monsoon,6,5,60,267.0,567,987
CRAFT-1763,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",29.0,12.0,22.9,2.22,"Mandla, Madhya Pradesh",Monsoon,9,19,90,460.05,2170,4037
CRAFT-1764,Tribal handloom,"Cotton, Silk, Organic dyes",241.4,92.7,0.4,1.15,"Kondagaon, Chhattisgarh",Wedding,6,49,120,636.26,6516,14420
CRAFT-1765,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",47.3,49.9,23.2,3.51,"Bastar, Chhattisgarh",Monsoon,6,42,60,1130.67,3651,5204
CRAFT-1766,Terracotta clay,"Natural clay, Natural colors",30.9,31.8,51.8,4.88,"Kondagaon, Chhattisgarh",Off-season,6,10,75,392.19,1142,1805
CRAFT-1767,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",71.8,15.1,42.5,9.84,"Kondagaon, Chhattisgarh",Monsoon,6,12,75,1111.82,2012,3539
CRAFT-1768,Tribal handloom,"Cotton, Silk, Organic dyes",106.0,75.4,0.4,1.14,"Kondagaon, Chhattisgarh",Festive,7,43,75,1364.62,4590,8340
CRAFT-1769,Bamboo & cane,"Bamboo, Cane, Natural fibers",75.0,35.6,15.9,1.67,"Kondagaon, Chhattisgarh",Wedding,5,9,100,66.51,967,1805
CRAFT-1770,Bamboo & cane,"Bamboo, Cane, Natural fibers",35.2,29.1,17.4,2.11,"Bastar, Chhattisgarh",Wedding,2,13,120,215.56,1776,3035
CRAFT-1771,Dokra bell metal,"Brass, Bell metal, Beeswax",8.1,14.8,11.2,2.59,"Mandla, Madhya Pradesh",Off-season,9,56,100,1343.64,6944,13313
CRAFT-1772,Dokra bell metal,"Brass, Bell metal, Beeswax",16.2,11.9,12.3,2.85,"Bastar, Chhattisgarh",Wedding,9,29,120,1285.51,4766,10829
CRAFT-1773,Tribal handloom,"Cotton, Silk, Organic dyes",231.6,67.0,0.3,0.53,"Mandla, Madhya Pradesh",Wedding,8,70,100,613.95,7614,17751
CRAFT-1774,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",85.6,40.4,12.4,8.59,"Bastar, Chhattisgarh",Off-season,7,20,75,638.04,2138,3474
CRAFT-1775,Bamboo & cane,"Bamboo, Cane, Natural fibers",63.0,33.3,11.5,0.73,"Mandla, Madhya Pradesh",Off-season,3,4,75,96.06,396,543
CRAFT-1776,Dokra bell metal,"Brass, Bell metal, Beeswax",19.7,17.6,10.5,0.67,"Bastar, Chhattisgarh",Off-season,9,36,60,987.32,3147,5947
CRAFT-1777,Tribal handloom,"Cotton, Silk, Organic dyes",189.5,69.2,0.1,1.18,"Dumka, Jharkhand",Monsoon,6,57,75,1713.86,5989,9599
CRAFT-1778,Tribal handloom,"Cotton, Silk, Organic dyes",211.3,97.3,0.2,0.72,"Bastar, Chhattisgarh",Off-season,5,28,120,664.83,4025,6313
CRAFT-1779,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",97.0,35.1,19.2,1.95,"Kondagaon, Chhattisgarh",Off-season,9,42,60,1012.85,3533,6905
CRAFT-1780,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",69.5,41.3,45.2,8.51,"Kondagaon, Chhattisgarh",Festive,5,26,75,256.21,2206,4411
CRAFT-1781,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",71.2,22.6,57.9,1.3,"Dumka, Jharkhand",Festive,9,28,60,779.79,2460,5389
CRAFT-1782,Terracotta clay,"Natural clay, Natural colors",31.4,15.3,21.8,2.72,"Dumka, Jharkhand",Monsoon,6,10,75,372.75,1123,1826
CRAFT-1783,Tribal handloom,"Cotton, Silk, Organic dyes",175.1,113.8,0.2,1.08,"Kondagaon, Chhattisgarh",Off-season,9,62,120,889.05,8329,14199
CRAFT-1784,Dokra bell metal,"Brass, Bell metal, Beeswax",22.1,13.9,32.6,1.58,"Kondagaon, Chhattisgarh",Wedding,9,53,120,837.57,7198,15207
CRAFT-1785,Bamboo & cane,"Bamboo, Cane, Natural fibers",49.5,20.1,37.0,0.94,"Kondagaon, Chhattisgarh",Monsoon,5,4,60,273.95,514,717
CRAFT-1786,Bamboo & cane,"Bamboo, Cane, Natural fibers",56.0,46.3,10.9,2.91,"Kondagaon, Chhattisgarh",Monsoon,3,11,60,163.22,823,1260
CRAFT-1787,Terracotta clay,"Natural clay, Natural colors",15.6,19.1,14.7,1.15,"Dumka, Jharkhand",Festive,7,8,60,113.49,593,1296
CRAFT-1788,Tribal handloom,"Cotton, Silk, Organic dyes",219.3,59.9,0.2,1.07,"Kondagaon, Chhattisgarh",Festive,8,53,100,814.08,6114,11980
CRAFT-1789,Dokra bell metal,"Brass, Bell metal, Beeswax",21.4,13.1,30.3,2.89,"Bastar, Chhattisgarh",Monsoon,7,45,100,1054.48,5554,9791
CRAFT-1790,Dokra bell metal,"Brass, Bell metal, Beeswax",6.0,11.8,36.7,2.49,"Bastar, Chhattisgarh",Monsoon,7,31,100,1298.87,4399,8691
CRAFT-1791,Terracotta clay,"Natural clay, Natural colors",30.2,39.4,59.3,3.59,"Bastar, Chhattisgarh",Wedding,7,18,90,157.96,1778,3794
CRAFT-1792,Terracotta clay,"Natural clay, Natural colors",13.2,33.4,55.5,2.22,"Bastar, Chhattisgarh",Festive,7,8,120,281.8,1242,2344
CRAFT-1793,Bamboo & cane,"Bamboo, Cane, Natural fibers",63.3,47.4,37.9,0.69,"Dumka, Jharkhand",Off-season,7,14,90,268.69,1529,2726
CRAFT-1794,Tribal handloom,"Cotton, Silk, Organic dyes",137.9,54.7,0.2,1.39,"Mandla, Madhya Pradesh",Festive,6,47,120,1729.68,7370,16287
CRAFT-1795,Dokra bell metal,"Brass, Bell metal, Beeswax",5.7,10.6,28.8,1.01,"Mandla, Madhya Pradesh",Monsoon,10,38,120,1287.6,5848,10277
